Virtual Chip 0
FFFF FFEF FFF7 FFFF FFFF FFFF FFFF F7F7 FFFF F7FF FFF7 DEFD FFFF FFFB FFFF FFFF
FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF FFFF
Virtual Chip 5
835D 7FF1 1221 AA05 6E19 F61A 1029 0E15 2F27 3C28 5087 294B 343F 2328 121C B5E6
EDBB BAF0 E2CE 9587 20CA 3F7D FB20 B6B5 A0AE 823D 2E49 3476 28E6 2504 7B69 430F
2417 EE3E 7633 D0F5 F50E A7EF 8285 07D8 E1EE FEF8 652A 112F 6873 0BEE 31E8 5171
3473 9209 86CF F0BD B667 8DA7 0AD6 17D1 0C39 2C0A 1641 050D E9ED BEBD 07D9 1D15
5C68 0521 2E11 F81B 35F7 0802 E6B8 1518 C618 B291 85AA F0B4 F213 0CFE EDFF DCE3
8086 A887 A0DB 8FA6 00C2 E4E4 22F9 0637 BA16 37EB 91D7 DFB5 6463 6E5E 7F64 5955
BD00 5EFA EF32 CDF4 FE1C E43C ED30 F5FF CEF9 4A37 BE30 5A3A 4566 FE22 E2A1 1774
4B44 5226 0240 FAD7 2C23 2413 1A2E 2C22 FE24 2524 DB05 BFDB D9D5 B5B5 8096 CC85
C7E5 12F7 E6FD F00E 000E 2325 2EFD FBED DEF3 5F06 DE11 45E2 6A73 5372 2D48 EC0C
E0CC E0FE 9181 4445 1201 0230 8899 F2B6 F534 FD12 E5E7 827F DFBA 0390 CAF8 682E
D9BF 010F 2F22 F920 8EE9 81FC E7DD 8E22 F8AF CEF5 EAA9 0B13 1E3A ECE9 BEDF 80CA
4107 1959 FEE4 11EB 4AF9 8080 4AC6 FD0C 3D3A AFBC BFA4 2628 1C34 6978 0105 CAF5
1EE5 331A 7F5E 7D7B 14C5 D7C2 FC5B C7E5 BE83 EE96 5985 80E0 1587 29E7 C8D5 5024
BB08 62BE D9E4 4717 C857 DED6 8713 5784 847A 7EFB 239A B7AC D17D 80D7 B1A3 75AF
8D2B 195E 22DB AAE1 1FB8 EF5D 1F8E 2EC7 DF28 E16A 8FBB 89F5 7BF9 7F9D 06FE 5A32
516B 887F 7FE1 D177 3613 762D 3D0F 9DA2 A706 46EC 05D8 80A3 E450 F471 7D56 6D7F
564E 410C 3F06 F570 7C75 3834 7A80 C07F 6186 3428 C16F E465 283C C4B6 B554 08F4
ECD2 7B8E 807F 3CB7 1571 46F5 3DD0 239F 7613 7EB3 9727 3280 4B16 7F3A CA9F CB83
5C9E 74F8 3815 8D63 9482 0BF0 D11A 4AC4 C392 7E08 6C0C 72E8 A7DC 803A A587 E7BF
87AC 2FA9 F196 2BC2 9D91 8089 8DB4 0B63 3792 6CF1 83E3 444B 7898 80EF 7F5B E7AD
E2E7 7F12 6162 BC63 2323 147F DD1A 37DD 0A58 C322 F133 5534 151D EECB 3917 912D
1D21 7D3D 09EE 47B2 C403 F1D5 38EB 244A 4D58 1337 5B44 CE13 CCE9 497B 202A 776D
3DFD F36A C6BD 5978 F727 F830 5252 711B 0DE9 26C8 91EA E128 187E 8746 5CBF 9980
C600 C206 A83F F2A3 C73C 9680 3B02 BCDB A2CC 93DC DECE E01D E2AC 25C7 8CCC 0B78
BF5D C02A 1D02 2B13 DFA1 AE0F C4E0 7034 F1CF 0CB7 80FB 7A49 E5D1 BBB0 3D41 EAAF
8B89 3E9D CD01 ADFA 3EBD 0734 769E 2600 884A 8925 949B 76E8 8362 88FA FF04 A711
547E 9FEA B2A0 810E 84ED E689 8045 0341 3CF4 D5BF 7BEA A18B F7A7 5F05 B17E 1720
3ECC 8680 B5A8 F1B2 E92A C2B3 8590 0FA2 FD3C 6FDB 8C7F DBEC DD25 93EE 4526 95C6
92B8 1202 312C 6B41 C55E 00CE 9703 E400 7A3F 8E65 D37E D219 5A24 1036 C1F0 9275
DCBE B5F6 0AC5 FC4B 69BA 020F E680 ED7F 2ED6 5F38 688A E070 DB7F 8673 7FFE 3F6C
ECCA 56D5 8068 B4A2 E158 7AEC 81A7 BD33 D37F C09B B3B9 C418 7727 C0BB 5CE8 7EC0
8027 0319 CFA6 8180 B8AC AF0D 5889 2CF2 C9C0 16CE D01F 43FA 8080 AD7F F0DF 80F0
1B12 9F59 8AA3 7F26 1C82 17A6 A0AF F60C 8486 1CEE 91C7 1193 7DD8 81A7 7990 86E0
7534 8FE4 BB84 7F83 81E5 0F87 922A 8422 6937 80E6 970E 861A 6093 E2B1 E652 5F43
85F3 9227 7F99 0D26 7462 062F D3D8 A4CC E01C 85AE 6486 94E6 5A36 848A 4CD9 088E
7C72 E32C 1818 12BB 34F2 9736 58E6 037A 05AF 4779 217F C656 6F19 7E7C FD24 646F
E293 806A C771 7F42 2B9A 0357 E710 7663 D13A FACE 8E19 28F1 66E3 1675 5705 BD8F
0DED BFE6 7366 6F7B 3883 167F 77A7 EC47 7F11 70F4 EF2E B07E B77B 7628 5A44 7D94
0C41 31D1 0827 0F96 23B3 13B0 7F13 C83F A312 1B8B 2C78 807F 86BF 812C 827F A231
4081 7D0C B77F 8F32 06BB 5C1D 11AE 7F7F 94C9 7FA3 095C 6AEC ACFD 3D20 6023 D429
2620 87D2 2D11 E8AB 57D3 D884 BF52 C785 801D 0D01 23A3 118F AD19 E22C 1D22 8042
38FA A1F6 0010 661C 6BEC FFEE 73C8 F8DC 09AC 5C38 30BD 59D4 4061 1080 E1A2 F34B
18F6 E035 2E19 8083 1BFC 27EF 35DE DFDF AB96 6B81 8E21 A58D 7F3A 7FED 88B3 8CC7
4421 C0A3 C1EB 0B70 504B 00E7 C0D2 5396 A246 7B43 5F74 3EB6 0CB1 BA11 B0D5 9A0D
84D2 CDA5 34CD 5AF3 A6E4 8324 DC7A 1D53 BDAC 050D D3CB 7059 68B1 92EC 7FC9 43DE
536D 477F 56D1 447D 921D 3F71 D935 251D 2E66 1026 3369 9068 7FFE 4256 7F34 CC7E
72DB 3D38 515D 3AFA ED46 D71D F68A 8DE4 7C4B 7CE3 AE7E 96EE B365 752C 2FAF 3C47
2D0E 6EE3 0934 7C2C 917E 7F54 F9E8 3D5C 0CE3 FAEA 8920 D43C 037F ED72 EFBC C682
CD62 E5C6 86D0 9E11 4E02 BB17 FAE0 BFB7 F918 B3E8 9DD6 2AE6 01E8 F1D7 E8AB A931
AE28 192A 4AAD 11C7 E0B4 C5CC E21A 4E0E 3325 3304 AFD5 3105 DE35 E3C5 4043 B2CB
F8B8 8E99 96B1 EFA9 79D9 7D1C 67BA DFB7 3AD3 80ED A691 40F0 A0E0 A90E 9EF4 B5AD
F4AE 2E80 AADC 7433 809A 9C93 AEDA 387F B4B3 83EA 3188 6561 2980 A54E 4E74 C9F9
9FE5 B984 C6CA B495 1A84 81C9 E9F2 B523 1033 0282 817F 00D2 1926 8782 05E7 02F8
08B1 C82F C413 FAF5 0F2C C643 CD9F EFB1 8609 E028 095D 7F20 AA80 FDD6 FC3F 3C7F
E2EA B8A0 4185 6C3E 7B11 C380 E5A9 EF56 7F15 BA51 69A3 6666 F658 8338 FB78 F3E9
9F96 9CA2 F2EF D780 23CC FEF7 FFB0 A4E5 E123 929D 9583 6290 91B1 8EDB 8BCA BF91
D05B D76A C780 9769 08E7 B6B3 38DB AAE1 80DF 80DD 6988 D6DA 43AD 9D03 E58D 06CC
DAB6 80B6 A8A6 A8EA 44AB A292 0D80 2B8C AA0A 8C6B 7F09 24CF B576 B7D1 62FB EA92
BA93 9B5B F780 7088 8650 0C14 C1FE AA18 5927 14C8 CB41 83B4 7E99 1EE4 5580 636A
C1E0 2310 5AD9 D0F7 B822 4A64 0A3E 39D6 5604 DF66 2483 4D78 0363 F7AD 9F84 B90E
1B83 B680 9113 B080 3FED DD9D F5E6 BC83 8086 8DEA E3AB 342A A00A 8739 80B1 11E9
4D2D 32FC 93E7 DCFE 82DE 99A7 A87F 5B4B 80A0 A57A 49B3 2DAA 2BC7 ECA5 CF04 5BA8
AC98 B12E 8080 80C1 74DB 8DA4 59A1 D549 CEDE 05F0 0A09 CB07 CB0F 1A8E 1DBD 91E0
D852 D4CD BCE2 3097 05D6 C1B9 E0D7 9DBD 62DC 3371 9DBF 9C07 2905 E82F 2124 C815
9FF6 CC0B 3DEF 9B30 AD81 80B2 2611 47F5 7908 12A6 8103 A6D1 F9FF 1CB1 02E6 260B
575A 0F33 EED9 7F06 7F1A 12C6 F056 F427 D1B5 736B 2DF7 ACCB C8B4 220C D83E 2470
A89E 1B4C 169D 69DE 0761 D512 C838 6F2F 5B74 F9B3 E267 12F1 0F05 5320 1D59 9AC9
463B B4FC F034 181E 0F45 ED48 CF0A F7D2 6864 1D7F BCBA 427F 973D 1744 2D14 4F58
E43F 7470 5156 C5E2 2E33 5935 FDF3 5050 FFE4 1415 75F7 E9E7 B907 1D75 047F FF46
6457 75B4 C43D DD63 9EB6 2547 737F 6D6A F2F6 CAE0 7E53 7C09 E65A 3C2C E3EB 2BDD
9B97 C9F1 B4F8 F9F2 2AE3 1F2F B981 AD19 FB83 DBAB B1AD 660A C180 F2C6 96E7 95AE
1370 EB2E 96C3 C130 02D5 C7C6 EDF9 ECAC AEA2 AA4E 59A9 D91A 9097 9BF1 23B3 B7F2
0BDA E9CA B0F2 80AD DC02 BC9C 81BB B638 EA00 F00B 1FEA E54D 150B 4739 CEB4 EDE2
0330 F6DD CD00 ECD3 7F23 09F1 DD1B B7A9 D9E5 1131 F03E 927C B158 FDEF 1DCA 9303
089E C2D6 CD07 D195 28FC DF19 FE1F 1910 0721 1EDC 9F21 25E6 C408 18EE DAFA CA83
21DB F5A8 D8F7 80F1 0D08 FCBC 1000 D0DE 1C21 DB80 C9D6 D0FD A2E0 B808 BBEA 97ED
C7EE 8498 9C25 291B FDDE F211 E79F DECE F5FC E9C6 5CC1 80F1 A6CD FCA3 3080 0299
2A01 CAFF F2A4 05C1 16C7 A988 D904 D738 2E30 F81F 1605 2049 16E6 FE2B EA58 E5FD
550E 3C20 286A 953B 02C9 27FD 1938 4F0D 13FC 100A F4F0 1F31 D705 181E D415 072B
56E6 12E2 C509 F216 F4E5 59F6 17DC D800 13E0 F3CB 500C 1D49 E909 0845 FB03 FEE1
7FF8 03ED E38E 0162 B2AA 8E33 6A60 8D33 F81A 0904 F012 56B1 AECF 85A5 E0DC B4D7
8917 D3B6 DBD9 D0D1 EA8A EE80 6D7F 326F AB3A BC72 0A9E 3F37 A8AC F689 8095 1B0B
C02C B4FD 0E0B CD71 2704 8A35 179F 8074 9486 DB47 17A8 1647 481F 67DE AFC8 24EF
F943 802B D8C1 1F74 C716 D61C 1ADF 1E0B 7F7A 347F D0E0 F3A2 F63E BBD7 AC56 5580
A91B B43C 6D33 AAB9 DCF1 0EDA 9D7F 39E3 A134 F741 8F02 2457 395A 24AA AE38 2B98
6006 BE28 D534 EDD7 BC31 FDF9 CB75 153F 0680 E37A 3233 05E8 0233 F805 1DAD 6800
0C1B 70B7 3809 CAF5 3D8A 256E 012E 6191 6930 59C6 DB10 7CBF 1949 BA34 6AB0 6A52
C508 1F0F B034 ED0C 0CD7 FF68 6A7C CA1C 1EBE 4668 53EB C169 F670 3F25 7FF5 2CE5
6457 B7EB F022 AA39 3930 0FAF 4DFA FF73 D911 E308 D800 787C 3191 8B26 A660 C60B
17D5 2872 1432 FB74 780C 0C80 A6F6 FD23 BC0F 5101 E1F4 B82F C1E5 7FC4 4997 2D07
118E F085 AD35 8394 5B2E 63E3 1C38 0C72 02C5 8B0D 80B5 E594 CB2E 86CB 1924 7AE5
E79F 7FC6 E2AD 82CB 1712 2CC0 2BE6 352E 292C 2BFC 7E19 F6BA 0EF8 CB60 815D FF91
44CA F653 9FC2 0CEB 2238 E4A2 00E7 3B7E 91BD C543 F9AC 10A3 7F59 790A 5FC7 1A72
75DE C2E2 8E9D E8C8 FDFE FC24 565A A0E5 5CB7 7FA4 00D0 F4AC 0BAF 2E04 20FA 7FF2
242A 26E1 EA0A 7849 88F6 DEE7 464D 2CC8 11CC DDB2 DD08 FA88 78E7 BD8C 966A 2907
46C0 C6AD 000A 7021 2B41 DC11 1B0F 2205 020A BF1E 2600 66D0 C967 BC30 2F72 1F69
A6DE C31C 6685 F79A 2FDC 3CA4 1250 1B54 CD03 150F 4C09 DA88 F0ED C231 ECDE 7F45
2F10 2B18 0719 13E7 AE3C 17CC A606 14DA DBAC 0411 8087 097F E1E5 1FF8 2291 7A31
0775 F1EF B6B4 60F0 1025 25B4 E21F 87FB D559 D36F 090B 74C7 ABF3 F915 3FDE 02E7
B46C 84FE 92D4 B242 5280 9013 F3A9 1575 334A 50D9 B104 16CD 880F ABB6 80CA EA9B
8C81 0AD4 DDD1 FEC2 B9CC CF2F 67C8 C66A 8833 0E06 A6C7 74B5 8CF1 86AB 140F EFC6
7F7F A348 C9BC 8694 8F3F E3C3 3510 B068 C405 D167 7FC5 A581 02F5 14C0 376A EF77
4B28 B8C2 95B1 0A16 1F7C FCF5 6A85 9D83 22D2 9397 DF25 0EA1 0982 1DDC 50C7 D49D
EBED 80B6 B6BA 0339 9C1F BFC4 CE31 5707 538B DC20 9F09 0336 03B2 1913 435D 3270
C304 80B4 4AA3 7001 F9E2 FF26 C5E4 A980 C1BC 83C0 8F1C 83FA 78C7 B6AF 32D7 2FB1
D8E1 1CC0 00E4 248F CAF8 DCE5 94DE 6E61 F941 2FE8 C59B 9890 65EB B415 E19C 30A2
8285 CF18 E1D4 8080 EFB1 18B6 7FDE F47C C0FF 0B94 FC40 33C7 9F83 8313 7FDD 17AC
1D08 80EB EF13 7F4E F681 01F7 8035 2079 F7FE C991 A6F0 1787 09E8 A7E3 7B25 CCEA
0C12 9700 EE90 6396 80C3 CCC6 AFBE 87C2 8E50 B185 21CF B346 3387 3D9E 7B89 5167
EB5D F625 55B1 49B5 FCC8 E283 ED9B 2399 C402 9421 48B7 14CF 1189 ABEB 9B17 D06A
BCDC C446 9F0F 0B80 0C00 A8F5 3B0F E071 275D 2BE0 9900 EEC6 0A11 106B 1346 FFFC
73C0 A5BC B108 D55C 55F7 3C3F 7708 F8F1 F3CD 05E9 35DE F125 3051 F932 1BF0 0882
1FF0 84C6 29DD 800F 548F DBD3 6B11 65CC 7CCB 2E26 EB0D 534E FCD6 6276 78EB F73B
D742 E40B 7D2A 1170 1A77 7A7E 6E7A 5C7F 4747 075B 7C24 2D38 DD9C FB36 0760 B5F7
F8FA 2DA3 0E31 87DE 3367 65D6 370A FA08 EF4B 7EEB E910 31BB F76D D4FE 80FC 113C
0FDD 17F8 003B C10C 3A02 FAC9 FDF2 DE34 0F42 F4DD EFFE EA0C 98C8 4100 E8FD 227F
3EFA BE12 FE19 239F 0F04 04FE A8AD 2B64 4807 EAD7 F9E9 DF50 080D FDE8 FA48 0012
1C0E A31C 10C9 1000 0000 0000 0000 0001 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0100 0010 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0100 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0048 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0002 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
Virtual Chip 6
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 1000 0002 0002 0020 0000 0000 0001 0000 0000 0000 0000 0000
0000 0000 0000 0200 0000 0000 0000 0000 0000 0000 0000 0000 4000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 4000
0000 0010 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0800 0000 0000 0000 0000 0000 0000 0000 0000 0000
0400 0000 0000 0000 0000 0000 0000 0800 0000 8000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 4000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 1000 0000 0000 0000 0000 0020 0000 0000 0004 0000 0000 0000 0000 0000
0000 0000 0000 0000 0100 0000 0000 0000 0000 0000 0000 0000 0000 0000 0001 0000
0000 0000 0000 0000 0000 0000 0040 0000 0000 0000 0000 0000 0000 0000 0001 0000
0000 0000 0000 0080 0000 0000 0040 0020 0000 0000 0000 0000 0100 0000 0000 FEEF
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 4000 0000 0000
0000 0000 0000 0000 0000 0000 0004 0000 0000 0804 0000 0000 0080 0400 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0080 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0010 0000
0000 0000 0000 0000 1000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0400 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0001 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0010 0000 0000
0000 0000 0000 0000 0000 0080 0000 0000 0000 0000 0000 0000 0000 0000 0010 0000
0000 0000 0000 0000 0000 0000 0000 1000 0000 0000 0000 0000 0010 0000 0000 0000
0000 0000 0000 0000 0020 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 1000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 2000 0000 0200
0000 0000 0000 0000 0000 0400 0000 0000 0000 0000 0000 0000 0000 0000 0000 F7DC
0000 0000 0000 0000 8000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0040
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0020 0000 0000 0000 0000 0000
1000 0020 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0100 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0001 0000
0000 0000 0000 0000 0001 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0010 0000 0200
0000 0000 0000 0000 0000 0040 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0020 0000 0080 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0020 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0004 0000 0000 0000 0000 0000 0000 0000 0000 0008 0000 0000 0000 0000 0000 0080
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 BFFF
0000 0000 0000 0008 0000 0000 0000 0000 0001 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0008 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 4000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0010 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 4000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1010 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0001
1000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 8000 0000 0000 0000 0400 0400 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0020 0000 0000 2000 0000 0000 0000 0000 0008
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0010 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 1000 0000 0000 0000 8001 0000 0000 4000 0000 0000 0400
0000 0000 0000 0000 0000 0000 0002 4000 0000 0000 0000 0000 0000 0000 0000 FFFF
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0040 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0040 0000 0000 0000 0000 0008
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0100 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0008 0000
0000 0000 0000 0000 4000 0000 0000 0000 0000 0000 0000 0000 0000 0010 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
2000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 1000 0000
0000 0000 0010 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0020 0000 0000 0000 0000 0000 0000 0010
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 2000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0400 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0080 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 BFFF
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0004 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 8000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0080 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0800 0000 0000 0000 0000
0000 2000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 8000 0000 0000 0000 0000 0000 0000 0200 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0800 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0400 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
8000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0400 0000 0000 0000
0000 0000 8000 0800 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0800 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 EAEF
0000 0000 0000 0000 0000 0000 0020 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0100 0000 0000 0000 0001 0000 0000 0000 0000 8000
0000 0000 0000 0001 0000 0010 0000 0000 0000 0000 0000 0000 8000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0200 0000 0000 0000 0000 0000 0000 0000 2000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0002 0000 0000 0000 0000 0200 0000 0000 0000 0000 0000 0400 0000 0000 0000
0000 0000 0000 0004 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0002 0000 0000 0000 4000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0800 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0200 0000 0000 0000 0000 0040 0000 0000 1000 0000 0000 0000
0000 2000 0000 0000 0000 0000 0000 0000 0000 0000 0040 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0001 0000 0000 0000 0020 0000 0000
0000 0000 0000 0000 0000 8000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0002 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0080 0000 0000 0000 0000 0000 0000 0000 F3DF
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 2000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0002 0000 2000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
1000 0008 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0080 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0001 0000 0000 0004 0000 0000 0002 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 9000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0020 0000 0000 0000 0000 0000
